COD_MATERIAL,COD_CHAR,VALUE_COMBINED
112949SH00,L1000,23
37179000,L1169,1.2
37177000,L1148,575
13369000,L1147,240
0138700M,L3059,21.5
100964DA00,L1042,III
1016950000,L1079,"3/8"""
100962AL00,L1044,130
13906000,L3063,"30,0 L/MIN - 3 BAR"
13950000,L1293,9
1016952430,L1079,"3/8"""
139412430,L3063,"34,8 - 37,8 L/MIN - 3 BAR"
100962KI00,L1381,8.4
100962DA00,L1381,8.4
102417SH00,L1308,60
30567GN0,L1293,10.5
24170GF1,L1006,XL
37445000,L1000,23
31383000,L1018,U
28570000,L1052,30
46129IG0,L1147,95
28571000,L1052,30
23106001,L1079,"3/8"""
25044GL3,L1293,22
26566DC0,L1000,26
26075A00,L1102,310
26687000,L1107,380
25229AL0,L1011,Y3
26837AL0,L1293,9.5
26677001,L1102,250
26382001,L1102,210
26566AL0,L1293,7.5
19578A01,L1049,2000
26748003,L1293,7.4
26566DC0,L1293,7.5
24370IG0,L1293,4.5
26469000,L1293,6
26974001,L1044,110
26938001,L1044,110
26566DA0,L1293,7.5
19923003,L1293,22
26888000,L1000,26
26746003,L1293,7.4
26877000,L1102,230X230
26873MG0,L1000,26
26973001,L1044,110
13928DC0,L1293,15
26560GL0,L1380,7.5
26382001,L1380,9
26469000,L1102,230X230
31374001,L1018,C
30600000,L1231,Y
38934SD0,L1199,0
39559000,L1000,10
33178002,L1002,07
30609DC0,L1018,C
32296002,L1018,C
30531DC1,L1006,LOW
303052431,L1006,LOW
31713000,L1006,MEDIUM
30463DC0,L1006,MEDIUM
31884AP0,L1203,RV
31581SD1,L1308,116/52
38722001,L1169,1.13
30464DC0,L1293,13
32296SD0,L1293,9.5
29118AL0,L1293,29
305312431,L1293,10.5
30442DC0,L1293,10
34784000,L1293,12.5
34820004,L1293,16.5
30307000,L1293,11
34798000,L1293,17
33302003,L1293,22
34337000,L1293,18
32257002,L1293,18
34804000,L1380,22.5
64374000,L3063,"19,0 L/MIN - 3 BAR"
64445000,L1293,30
266732431,L1102,250
48280000,L3063,"4,5 L/MIN"
29084000,L1293,34
30440000,L1293,9
30568DC0,L1293,10.5
29121BE0,L1293,36
34875000,L1293,44
48569000,L1293,9
30327DC1,L1231,Y
30593000,L1214,3000
31587SD0,L1204,80
233522431,L1079,"3/8"""
31588SD1,L1000,15
31588SD0,L1000,15
32452000,L1018,C
30294GN0,L1016,09
324412432,L1006,LOW
26861KF0,L1107,160
26885KF0,L1381,9.5
48459GN0,L1079,XXX
39700000,L1169,1.13
48194DC0,L3063,"19,0 L/MIN"
46837000,L1293,5.7
47000000,L3059,53
42132000,L1147,192
48158000,L3063,"8,3 L/MIN - 3 BAR"
39002000,L1199,6
39140000,L1169,1.13
46837DC0,L1293,5.7
38971000,L1222,6
31358001,L1018,C
30312000,L1016,09
31126002,L1018,C
31571SD1,L1000,15
38840000,L1169,1.13
42445000,L1147,245
30273001,L1293,7.5
30273001,L1006,MEDIUM
31358002,L1018,C
30323DC1,L1018,C
38950000,L1159,4
39192000,L1159,4
29303003,L1008,110 MM
31570SD0,L1000,15
3947300H,L1308,60
38898000,L1169,0.82
31646AP0,L1204,60
29408DL0,L1293,21.5
38897000,L1222,6
30470DC0,L1293,10.5
101680KI00,L1042,III
101680KF00,L1044,130
1039950000,L1102,250X250
13077000,L1147,235
101680DA00,L1381,8.4
12037000,L3059,11.5
06574000,L3063,"13,5 - 15,0 L/MIN - 3 BAR"
101680DA00,L1380,15.3
1022102430,L1293,18
13317001,L1293,22.5
22124KF0,L1000,26
100738MG00,L1102,310
13941G00,L3063,"34,8 - 37,8 L/MIN - 3 BAR"
13922AL0,L3063,"66,0 L/MIN - 3 BAR"
1012422430,L1079,"3/8"""
13930000,L1293,55
13376DC0,L1147,220
24419DC0,L1006,XL
24419000,L1293,4.5
42396000,L1079,XXX
30079001,L1231,Y
43997000,L1199,0
3957300H,L1000,10
3932400H,L1000,23
38584000,L1169,1.2
31122004,L1293,13
28770001,L1051,900
46907000,L1100,29
47410000,L1147,250
104986DC00,L1102,334X334
104780MS00,L1293,4.5
104986DL00,L1102,334X334
104992AL00,L1000,26
104986MG00,L1000,26
104993DC00,L1000,26
104743MS00,L1014,N
104744MS00,L1293,4.5
104780DC00,L1014,N
104744AL00,L1014,N
33303003,L1293,22
31324DC0,L1018,U
20658AL0,L1006,XS
31721000,L1231,Y
30339DC1,L1231,Y
31640AP0,L1000,15
30556000,L1018,C
30440DC0,L1018,C
30215000,L1018,C
26171000,L1102,210
26477GN0,L1107,142
26558000,L1102,310
26477DA0,L1000,26
26873000,L1000,26
34428000,L1011,Y2
32108DC3,L1293,10
24367DA0,L1293,22
19578GN1,L1293,22
19578GL1,L1293,22
26670001,L1102,250
26670000,L1102,250
31574GN1,L1003,"3 1/2"""
31455AL1,L1231,Y
31658AT0,L1000,15
31655AP0,L1003,"3 1/2"""
31564SD1,L1003,"3 1/2"""
31656AP0,L1003,"3 1/2"""
31650AP0,L1308,40/50
31563SD1,L1308,100/50
31564SD0,L1200,"1,5"
32113000,L1011,Y2
31653AP0,L1000,18
32488A00,L1293,11.5
31564SD0,L1204,60
1017520000,L1079,"3/8"""
34855003,L1381,7.4
266702431,L1381,5.6
31894000,L1293,7
31642AP0,L1000,15
30185000,L1018,C
27965000,L1102,210
26691001,L1102,250X250
31578SD0,L1308,"46,4/46,4"
23791001,L1006,XS
26075DC0,L1102,310
33982002,L1006,LOW
27863000,L1000,26
25272GN0,L1011,Y3
27484000,L1107,292
27911000,L1293,10
33202DC2,L1293,13
25222001,L1293,22
25221MS1,L1293,21.5
24168DL1,L1293,34
24044000,L1293,30
33222000,L1293,11
26817000,L1102,250
19316DA1,L1049,2000
25226000,L1049,2000
26898IG0,L1293,12.5
27746000,L1051,900
27226AL1,L1051,900
275242431,L1052,30
27226DL1,L1052,30
27226A01,L1052,30
27354000,L1049,1250
27251DL0,L1361,127
27588003,L1293,7.4
34824005,L1293,7.4
27221001,L1293,16.6
27239001,L1293,8.2
266782431,L1293,7.4
26066KF0,L1102,310
26559000,L1380,19
27174001,L1381,16
27926003,L1381,13.5
27853001,L1381,16.5
28368LS0,L1380,16.5
27646003,L1381,13.5
26932001,L1381,7.4
269802431,L1380,7.9
34151004,L1381,9
266802431,L1381,7.4
27615001,L1380,7.5
27400DA0,L1293,8.2
27400GL0,L1293,8.2
1348642430,L1044,120
134864DL00,L1044,120
32179DC0,L1016,07
32105000,L1006,MEDIUM
347882430,L1102,XXX
265662430,L1293,7.5
24059004,L1293,30
106867GN00,L1228,4
106867GL00,L1076,4
106740SH00,L1000,23
260672430,L1000,26
29306DL4,L1008,110 MM
32618AL4,L1006,XL
106071BM00,L1147,300
107056GN00,L1107,430
107055DL00,L1380,37.5
260312431,L1381,7.4
28196Z00,L1147,171
30119DC0,L1018,C
38156000,L1169,1.2
37164000,L1148,575
27573000,L1042,IV
26254LS0,L1102,360X220
27271000,L1102,254X254
26373001,L1102,762X1016
27296000,L1102,160
24170A01,L1006,XL
26954001,L1044,110
26406003,L1044,110
26066A00,L1102,310
26642000,L1102,310
26053000,L1000,26
26481A00,L1000,26
26584LS0,L1044,130
26578000,L1044,130
26579LS0,L1044,130
26066A00,L1107,380
23208000,L1293,34
24364000,L1293,10
19317MG1,L1293,34
26397000,L1293,7.5
26257000,L1293,12.5
25251DC1,L1293,22
24197001,L1293,14
23427000,L1100,29
26479GN0,L1107,400
23672000,L1049,1250
27799001,L1049,1250
25248DL1,L1049,1250
25251001,L1049,2000
28155000,L1049,2000
26909003,L1051,900
27790001,L1052,30
26771003,L1052,30
269542431,L1052,30
26603BE0,L1052,30
26579LS0,L1052,30
26594LS0,L1052,30
25044003,L1293,22
26507AL0,L1011,N
26400001,L1293,9
266972431,L1293,7.4
26566KF0,L1380,7.5
26411000,L1380,12.5
26455000,L1380,12.5
26398000,L1381,7.5
26562000,L1380,7.5
26092001,L1381,7.4
26093001,L1381,7.4
26948001,L1381,13.5
27888DC0,L1381,9.5
26856000,L1380,13
26884000,L1381,12.5
26892000,L1381,15
27492000,L1380,7.5
26404000,L1381,8.2
1060610000,L1147,198.5
37177000,L1169,0.82
37206000,L1148,575
10220000,L3059,22.5
100962DA00,L1011,N
100964AL00,L1042,III
100961GL00,L1042,III
13951000,L3063,"9,0 L/MIN - 3 BAR"
14927000,L1000,23
102513SH00,L3084,0.2
1017790000,L1293,30
1018842430,L1079,"3/8"""
100962DL00,L1011,N
13461000,L1147,115
14937000,L1000,23
100962AL00,L1011,N
23791DL1,L1079,"3/8"""
12092RR0,L1147,57
25014BE0,L1011,Y3
37586000,L1148,610
32893000,L1016,09
28625L00,L1147,55
24417000,L1293,4.5
26479000,L1293,44
26977001,L1380,7.9
26676000,L1293,8.3
24051002,L1293,30
26666000,L1380,8.3
26944001,L1044,110
22120KF0,L1011,N
26557000,L1380,19
13928000,L3063,"13,5 - 15,0 L/MIN - 3 BAR"
23856DC1,L1006,XXL
24418DC0,L1006,XL
26837DA0,L1380,9.5
26694001,L1293,7.4
27923000,L1293,9
23792DC1,L1049,1250
26746003,L1381,7.4
26938001,L1042,III
21140DL0,L1006,XL
20658MS0,L1006,XS
26475DC0,L1107,400
26694001,L1102,250X250
26943001,L1293,7.4
19922AL3,L1049,2000
26565000,L1293,19
24418000,L1006,XL
19578AL1,L1049,2000
26509000,L1381,15
31889000,L1293,7
30219DC1,L1018,C
30609DL0,L1018,C
31455DL1,L1018,C
31455DC1,L1018,C
30619000,L1018,U
33771001,L1006,LOW
31317000,L1006,MEDIUM
38811KF0,L1169,1.13
38548001,L1169,1.2
36530000,L1169,1.13
38813001,L1169,1.13
38549001,L1169,1.2
30609GN0,L1293,13
32558000,L1293,17
32224003,L1293,13.5
328882430,L1293,34
32826MS1,L1293,22
29118BE0,L1293,29
28763001,L1051,900
34614001,L1049,1250
31566SD0,L1204,45
34820005,L1381,7.4
34800000,L1381,16
64186DC0,L1293,15
32663003,L1293,9.5
31483002,L1293,9.5
34712000,L1293,44
33281DC2,L1293,11
39504000,L1222,6
34842000,L1051,900
40691001,L1214,400
1057879990,L1079,XXX
23395243E,L1079,"3/8"""
32881000,L1002,07
26874KF0,L1000,26
317142430,L1006,MEDIUM
39503000,L1169,1.13
39643000,L1308,55
39644000,L1308,60
3962000H,L1308,1800X800
39619000,L1308,1800X800
28576000,L1107,286
34841000,L1381,16
46965000,L3063,NO LIMIT
48370AL0,L1293,9
48376000,L3063,"5,7 L/MIN"
38939000,L1169,1.13
29407DL0,L1293,21.5
39002000,L1169,1.13
48159000,L3063,"5,7 L/MIN"
48075000,L3063,ND
3956800H,L1308,60
48189000,L1293,3.5
48159AL0,L1293,5.7
29407DA0,L1049,2000
39140000,L1222,6
38713001,L1148,420
37347000,L1199,0
39301000,L1308,900X900
31585SD1,L1000,17
39302000,L1092,30
31647AT0,L1003,"3 1/2"""
32488KF0,L1293,11.5
39422000,L1308,55
32109001,L1079,"3/8"""
39810000,L1000,10
31649AP0,L1308,86/50
30590DC0,L1293,6
30590KF0,L1293,6
39816000,L1222,6
37324001,L1199,0
40527000,L1293,5.7
31645AT0,L1000,15
37856000,L1148,610
31646AP0,L1308,100/50
31572SD0,L1000,15
29407MS0,L1049,2000
31647AP0,L1204,80
30085DC0,L1018,C
29157LS0,L1293,36
30181000,L1006,MEDIUM
29408AL0,L1293,22
1039960000,L1102,250
13017000,L1147,300
1012310000,L1079,"3/8"""
1039999990,L1079,XXX
101680KI00,L1044,130
101680KF00,L1293,15.3
07633000,L1293,18.7
23430LS0,L1100,29
22124KF0,L1107,142
13374DC0,L3063,"5,7 L/MIN"
19918000,L1293,13
19317DA1,L1293,34
13263DC0,L1293,9
19317GL1,L1293,34
13955000,L1293,8.3
22112000,L1049,1250
1017802430,L1006,XL
21142MS0,L1006,XL
37401000,L1199,0
39843000,L1222,6
39323000,L1308,65
3972700H,L1308,1800X800
40422000,L1215,425 G
38526000,L1169,0.82
41208000,L1293,33.7
3932900H,L1000,10
37577000,L1148,450
29119000,L1102,XXX
28770001,L1381,11
27162Z00,L1049,2000
104744DC00,L1293,4.5
104780AL00,L1293,4.5
104744DA00,L1006,XL
1049890000,L1102,XXX
104989MG00,L1102,XXX
1047800000,L1079,"3/8"""
23267000,L1002,07
27606001,L1380,9
32661003,L1018,C
32901AL1,L1006,XL
31555000,L1018,C
30083AL1,L1018,C
26873000,L1102,508X508
23114AL0,L1006,XL
32901BE1,L1006,XL
31574SD1,L1308,"54,4/44,4"
31639AP0,L1308,78/50
31575SD0,L1308,76/45
26564DL0,L1102,310
26477DL0,L1102,310
26586LS0,L1044,130
31640AP0,L1203,RV
36115000,L1011,Y2
26558DA0,L1293,7.5
32108GL3,L1293,10
24095AL1,L1293,34
31613A00,L1293,10
29126000,L1293,36
32482003,L1293,13.5
31639AT0,L1003,"3 1/2"""
19578DL1,L1049,2000
19578EN1,L1049,2000
26038000,L1051,900
34854001,L1051,900
34855003,L1052,30
26558AL0,L1102,310
31395000,L1016,09
30610DC0,L1006,MEDIUM
31653AP0,L1003,"3 1/2"""
31652AP0,L1003,"3 1/2"""
293382433,L1008,110 MM
32612002,L1293,13
31615A00,L1293,10
32322DC2,L1293,9
30274DL0,L1293,9
32917AL0,L1293,11.5
31657AP0,L1204,90
31651AT0,L1204,60
26871000,L1380,15
34744000,L1380,13
33350000,L1008,75 MM
28831001,L1052,30
28421002,L1042,IV
27672DR0,L1042,IV
27764000,L1291,IV
27951002,L1044,110
26559000,L1102,310
26899000,L1000,26
26071000,L1000,26
25229MS0,L1011,Y3
25227DA0,L1011,Y3
27588003,L1042,III
31577SD1,L1203,LH
31641AP0,L1203,RV
26857000,L1107,286
23491DC1,L1293,22
27673LS0,L1293,9.5
27925000,L1293,9
32321000,L1293,9
27951000,L1293,5.5
27787002,L1293,9
25226000,L1293,21.5
25224GN0,L1293,21.5
23920001,L1293,4.5
25226DC0,L1293,21.5
27637000,L1293,23.5
28948000,L1293,11.5
27865000,L1293,17.5
31576SD1,L1003,"3 1/2"""
23672DC1,L1293,19.5
27524000,L1051,900
27756000,L1051,900
27854001,L1051,900
27226BE1,L1052,30
27264000,L1052,30
27379000,L1052,30
27137001,L1049,2000
27507000,L1049,2000
27173000,L1049,2000
26802000,L1361,75
27251GL0,L1361,127
279502431,L1293,7.4
27949002,L1293,7.4
27326000,L1293,16.6
27226001,L1293,16.6
23061003,L1291,III
27950001,L1381,7.4
27324000,L1381,8.2
27968000,L1380,13.5
27615002,L1380,7.5
27400GL0,L1381,8.2
134865DL00,L1042,III
1348632430,L1044,120
28390000,L1042,III
13445IG0,L1147,230
33472T00,L1011,Y3
107055KI00,L1102,400X230
291212430,L1226,"3/4"""
232962431,L1079,"3/8"""
107056AL00,L1107,430
348812430,L1380,7.5
107056DL00,L1380,37.5
37759000,L1169,1.2
37163000,L1169,1.2
27794003,L1293,13.5
2759730E,L1293,5.6
26920003,L1042,III
26590000,L1044,150
26735000,L1102,254X254
26481AL0,L1107,142
26953001,L1044,110
27231001,L1044,110
26481MS0,L1102,310
26836A00,L1102,310
26479MG0,L1102,310
28497000,L1000,26
26560MG0,L1000,26
27982IG0,L1000,26
25227MG0,L1011,Y3
26066000,L1107,380
26066DA0,L1107,380
27664000,L1293,9.5
26479DL0,L1293,11.5
26802MS0,L1293,3.3
24073000,L1293,34
26566GN0,L1293,7.5
27888AL0,L1293,9.5
26734000,L1293,18
25227GN0,L1293,21.5
26481000,L1293,44
26256000,L1293,7.5
27888DC0,L1293,9.5
26475000,L1293,44
24354DA0,L1293,34
26895DC0,L1293,60.5
26333000,L1293,38
26256000,L1102,400
23661000,L1100,29
25221001,L1049,2000
27531000,L1049,2000
25251DC1,L1049,2000
25248GL1,L1049,1250
27345000,L1051,900
27750000,L1051,900
27790001,L1051,900
266032430,L1052,30
26908003,L1052,30
27368000,L1052,30
27001AR0,L1049,2000
26560GN0,L1102,310
26507BE0,L1011,N
26507EN0,L1011,N
28158001,L1050,79
26908003,L1293,7.4
26176001,L1293,7.4
26958001,L1293,7.4
26176001,L1381,7.4
26475LS0,L1380,44
26479DA0,L1380,44
26473000,L1380,6
26507AL0,L1381,16
26082002,L1381,16.5
26801DA0,L1382,3.3
26802DL0,L1382,3.3
27942001,L1381,7.6
266982431,L1380,7.9
26647LS0,L1380,13.5
27296002,L1381,11.5
1060710000,L1147,300
267192431,L1381,8.3
31323KS2,L1231,Y
37171000,L1169,1.2
37190000,L1169,0.82
37203000,L1148,575
1009620000,L1381,8.4
1016952430,L1293,3.5
14992000,L1000,23
1018350000,L1079,"3/8"""
13941000,L3063,"34,8 - 37,8 L/MIN - 3 BAR"
08260000,L1147,60
13084000,L1147,200
1009640000,L1293,8.4
100962DC00,L1011,N
100962GL00,L1011,N
1018350000,L1293,3.5
13999000,L1293,9
13462000,L1147,175
23200003,L1293,27.5
32114GN1,L1079,"3/8"""
37736000,L1169,1.2
32992000,L1008,75 MM
46233L00,L1147,87
28625LG0,L1147,55
26479AL0,L1102,310
21375001,L1293,13
26381001,L1381,9
26475DL0,L1107,400
22121KF0,L1293,7.5
19969LS0,L1008,110 MM
26566AL0,L1380,7.5
23427LS0,L1100,29
26508GN0,L1011,N
26560DC0,L1000,26
26694001,L1042,III
28145000,L1049,2000
24281001,L1293,22
22120KF0,L1102,310
26186000,L1381,9.5
24055002,L1293,30
26560DL0,L1380,7.5
26460000,L1102,260
26675001,L1293,7.9
26226000,L1293,7
23333000,L1293,34
26481GN0,L1107,142
26477MS0,L1380,44
28362A01,L1049,1250
23792DC1,L1293,22
26475GN0,L1107,400
19968LS0,L1008,110 MM
26566000,L1102,310
22121KF0,L1380,7.5
26947001,L1044,110
2338320E,L1002,07
26481LS0,L1102,310
26676000,L1102,250
24368000,L1006,XXL
24036000,L1100,29
26198000,L1381,16
31489000,L1006,MEDIUM
31326DC2,L1231,Y
31536001,L1018,C
32294DC2,L1018,C
31299001,L1018,U
32647DC3,L1006,XL
39888000,L1222,6
32274000,L1006,XS
31154002,L1006,MEDIUM
28778000,L1102,400
31580SD1,L1003,"3 1/2"""
31552SD0,L1308,86/50
32321DC2,L1293,9
32826GN1,L1293,22
31538001,L1293,11.5
32557000,L1293,17
34464001,L1293,18
34666000,L1293,30
28762000,L1052,30
28789002,L1052,30
32653003,L1293,22
34835000,L1381,12.5
34256004,L1381,5.5
64196000,L1293,5.7
29121000,L1102,XXX
34841000,L1293,16
31688000,L1293,11
30262001,L1293,11
29121A00,L1293,36
334122433,L1293,22
25224KF0,L1293,21.5
26873KF0,L1293,9.6
1058130000,L1293,7.4
30594000,L1231,Y
30593000,L1231,Y
38759SD0,L1199,0
29124000,L1226,"3/4"""
30594000,L1214,3000
305562430,L1079,"3/8"""
33249DC0,L1018,C
31379000,L1018,SP
32450000,L1006,LOW
31379A00,L1006,MEDIUM
30204000,L1006,MEDIUM
32792000,L1100,29
34875000,L1380,44
268112431,L1380,7.3
34842000,L1381,16
34565002,L1381,7.4
34566002,L1381,7.4
46718DC0,L1293,15
46790000,L3063,ND
38713001,L1169,1.13
46794000,L1293,4.5
48377000,L3063,"5,7 L/MIN"
48356000,L1293,30
37347000,L1222,6
46895000,L1293,15
39418000,L1222,6
38274000,L1148,575
29408DC0,L1293,22
304692430,L1018,C
38959000,L1222,6
39186000,L1159,4
39052000,L1169,1.13
39339000,L1000,10
46229AG0,L1147,95
37159000,L1169,1.2
31648AT0,L1000,18
39501000,L1169,1.13
30323DC1,L1293,11.5
31645AT0,L1003,"3 1/2"""
30312000,L1293,14
32109AL1,L1006,XS
32661DC1,L1293,13
485522430,L3063,"5,7 L/MIN"
38950000,L1169,1.13
39817000,L1222,6
31571SD0,L1000,15
38698SD1,L1199,0
1022182430,L1107,286
0268000M,L3059,32
14920000,L1000,23
27435000,L1102,190
14919000,L1000,23
1022182430,L1293,8.3
101680KF00,L1011,N
14922000,L1000,23
23323001,L1002,07
20414IG0,L1008,200 MM
1012432430,L1018,U
13941EN0,L3063,"34,8 - 37,8 L/MIN - 3 BAR"
13375000,L3063,"5,7 L/MIN - PCA"
19895000,L1008,110 MM
23404000,L1006,XL
24419000,L1006,XL
23403AL1,L1006,XL
19923GL3,L1293,22
1018770000,L1079,"3/8"""
2339530E,L1079,"3/8"""
22126KF0,L1293,8.2
1009610000,L1042,III
38728001,L1222,9
37153000,L1222,6
35109000,L1008,140 MM
39116000,L1169,1.13
38553001,L1169,1.13
31122002,L1293,13
29119A00,L1293,29
46570000,L3059,30
48264000,L3063,"13,5 - 15,0 L/MIN - 3 BAR"
46275000,L1147,170
1047450000,L1079,"3/8"""
104993MG00,L1000,26
104992DA00,L1000,26
104989MS00,L1000,26
104991GN00,L1000,26
104748DC00,L1079,XXX
104986MS00,L1000,26
104994DA00,L1000,26
104742KF00,L1014,N
104990DA00,L1102,XXX
1047450000,L1006,XL
104742DA00,L1293,4.5
104746MS00,L1293,4.5
104986AL00,L1102,334X334
29119GN0,L1293,29
27238000,L1293,9.1
33557003,L1002,07
27225001,L1052,30
27606000,L1291,IV
27696000,L1381,11
34831000,L1011,N
31498DL1,L1231,Y
30080001,L1018,C
32322AL2,L1018,U
239712433,L1006,XL
31640AT0,L1308,86/50
26582AL0,L1044,130
26477LS0,L1293,44
30442000,L1293,10
26558A00,L1293,7.5
30083AL1,L1293,6
266682430,L1102,250
31574SD0,L1204,60
30582000,L1231,Y
30543000,L1020,360
31650AP0,L1000,15
31563SD0,L1000,15
31652AT0,L1000,15
31657AP0,L1003,"3 1/2"""
31562SD0,L1203,RV
29337003,L1008,110 MM
34768000,L1293,12.5
34276000,L1293,18
32653DA3,L1049,1250
26670001,L1293,7.3
31494001,L1079,"3/8"""
32918DC0,L1018,C
31491DC0,L1016,09
31491000,L1006,MEDIUM
30305001,L1006,LOW
31644AP0,L1000,15
30186000,L1018,C
3284320E,L1018,C
32553000,L1018,C
26114002,L1102,260
27475002,L1102,260
23406000,L1006,XL
21149DL0,L1006,XL
32191000,L1006,XL
31577SD1,L1308,"58,5/44"
31641AT0,L1308,100/50
26899000,L1107,142
27239000,L1044,110
26769001,L1044,110
27221000,L1044,110
263992431,L1044,110
26930001,L1044,110
27852003,L1044,110
2759830E,L1044,110
27924003,L1044,110
27950001,L1044,110
31341000,L1006,LOW
26688000,L1000,26
27660000,L1042,III
31577SD1,L1200,"1,5"
33553002,L1293,22
32650001,L1293,34
34174001,L1293,18
25226GL0,L1293,21.5
26558GN0,L1293,7.5
19316GL1,L1293,22
26801GL0,L1293,3.3
28368LS0,L1293,16.5
27964000,L1293,16
27448000,L1293,23.5
26559000,L1293,19
28368000,L1293,16.5
234542430,L1079,"3/8"""
31575SD1,L1003,"3 1/2"""
25221DL1,L1049,2000
28140001,L1049,2000
34824005,L1051,900
27226001,L1051,900
27797000,L1051,900
27646001,L1051,900
27796003,L1052,30
28941000,L1052,30
27746000,L1052,30
27273001,L1052,30
28150002,L1049,1250
28362DC0,L1049,1250
26558GL0,L1102,310
26801DL0,L1361,75
31641AT0,L1204,60
26769001,L1293,7.4
26932001,L1293,7.4
27644003,L1293,7.4
32950000,L1018,SP
29176001,L3084,150
27854001,L1381,16.5
27852001,L1381,16.5
27795001,L1381,7.5
27580002,L1381,7
26986001,L1380,7.9
26815000,L1380,8.3
26114001,L1381,11.5
134864DC00,L1042,III
75142226,L1293,13
38430000,L1158,07
32462SD0,L1016,09
34406B00,L1011,Y2
32105DC0,L1006,MEDIUM
28831000,L1051,900
29307004,L1049,2000
23846DL4,L1049,1250
107055GL00,L1102,400X230
107055AL00,L1293,37.5
234052431,L1079,"3/8"""
106061BN00,L1147,198.5
38156000,L1148,450
27374000,L1102,210
26811001,L1102,210
27661000,L1042,III
26592LS0,L1044,150
27672MW0,L1042,IV
27684001,L1102,260
26734000,L1102,254X254
27004000,L1102,80
26450000,L1102,360X220
27467000,L1102,254X254
20617001,L1006,XS
20616001,L1006,XS
27955001,L1044,110
26638003,L1044,110
26956001,L1044,110
26925001,L1044,110
26907003,L1044,110
26066DA0,L1102,310
26837GN0,L1102,310
26481MS0,L1000,26
25227MS0,L1011,Y3
21337001,L1293,13
24092DA1,L1293,34
24027GL3,L1293,13
26563000,L1293,19
27940000,L1293,5.5
26406001,L1293,5.5
24093DC3,L1293,34
26479GN0,L1293,11.5
24373000,L1293,34
26254000,L1293,40
23879001,L1293,3.5
27986000,L1107,285
23491AL1,L1049,1250
23845003,L1049,2000
19577DC1,L1049,2000
26603AL0,L1051,900
26603DA0,L1051,900
27788003,L1051,900
28346000,L1051,900
26802DL0,L1361,75
26403000,L1011,N
27672HF0,L1293,9.5
27942001,L1293,7.6
26907003,L1293,7.4
27267001,L1293,21.7
27231001,L1293,16.6
27316000,L1293,8.2
26566KF0,L1102,310
26479KF0,L1107,430
26909003,L1042,III
26403002,L1291,III
26564GL0,L1380,7.5
26578LS0,L1381,12.5
26398001,L1381,7.4
26508A00,L1381,9
26803000,L1381,5.5
27942000,L1381,5.5
27944001,L1381,7.6
28261003,L1381,13.5
27794003,L1381,13.5
27271000,L1380,22
27598003,L1381,13.5
26647000,L1380,13.5
266972431,L1380,7.3
1106372430,L3063,"5,7 L/MIN"
0014900M,L3059,32.7
13907AL0,L1293,70
1018920000,L1006,XL
1009640000,L1380,8.4
23300000,L1293,34
1018360000,L1079,"3/8"""
13373A00,L1147,114
100964AL00,L1044,130
34788DL0,L1102,XXX
24095GN1,L1293,34
30619GN0,L1018,U
274002430,L1381,8.2
